customer_id,issue_date,age,gender,marital_status,dependents,education_level,employment_status,annual_income,credit_score,loan_amount,term_months,interest_rate_pct,loan_purpose,home_ownership,default_12m
1044,2024-06-12,31,Female,Divorced,3.0,Lehre/AHS,Employed,28175.39,675,11730.61,36,6.42,Car,Own,0
1045,2025-02-14,53,Male,Single,1.0,Lehre/AHS,Employed,40704.59,672,1000.0,36,7.95,Other,Rent,0
1046,2024-06-05,54,Female,Married,1.0,Lehre/AHS,Part-time,15045.91,721,17619.24,60,3.39,Car,Rent,0
1047,2023-06-30,26,Male,Divorced,0.0,Lehre/AHS,Employed,85081.27,719,23555.57,36,3.38,Car,Rent,0
1048,2023-01-25,45,Male,Single,0.0,Lehre/AHS,Employed,66716.94,757,3050.54,24,4.12,Other,Rent,0
1049,2025-02-03,57,Male,Married,2.0,Lehre/AHS,Unemployed,9716.74,673,6350.99,72,7.61,Home improvement,Mortgage,0
1050,2023-01-23,73,Male,Married,0.0,Lehre/AHS,Retired,39872.55,680,11540.46,48,7.61,Home improvement,Own,0
1051,2025-02-05,40,Male,Married,1.0,Pflichtschule,Employed,86465.66,709,14037.77,36,4.06,Other,Rent,0
1052,2024-04-04,73,Male,Married,0.0,Lehre/AHS,Retired,,745,21527.71,48,4.88,Home improvement,Own,0
1053,2025-03-27,37,Female,Married,1.0,Lehre/AHS,Unemployed,7261.91,581,20699.35,36,8.76,Car,Own,0
1054,2024-11-19,42,Female,Married,1.0,Lehre/AHS,Employed,37571.8,714,21883.59,60,6.17,Home improvement,Mortgage,0
1055,2025-05-06,57,Female,Married,0.0,Lehre/AHS,Employed,30557.8,643,7375.22,24,10.04,Education,Own,0
1056,2023-10-25,37,Male,Married,,Lehre/AHS,Other,32459.2,631,7915.06,24,11.9,Other,Own,0
1057,2024-10-25,43,Female,Single,,Pflichtschule,Employed,29989.19,718,24547.56,48,4.26,Car,Mortgage,0
1058,2023-12-11,38,Female,Widowed,1.0,Lehre/AHS,Employed,57799.94,644,13579.11,48,10.05,Car,Rent,0
1059,2024-02-27,60,Male,Married,1.0,Universität/FH,Employed,66235.87,702,22432.43,60,3.98,Car,Own,0
1060,2024-06-13,56,Female,Single,0.0,Lehre/AHS,Retired,19364.2,626,6837.9,72,9.98,Home improvement,Mortgage,0
1061,2025-02-05,36,Female,Married,1.0,Lehre/AHS,Employed,80366.46,579,20714.0,60,12.86,Car,Mortgage,0
1062,2025-04-25,31,Male,Single,0.0,Lehre/AHS,Other,9177.19,671,16092.84,24,7.56,Other,Mortgage,0
1063,2024-10-25,36,Female,Single,0.0,Lehre/AHS,Employed,,679,11065.99,24,7.57,Other,Rent,0
1064,2024-01-03,40,Female,Single,0.0,Universität/FH,Employed,35942.38,572,7962.27,36,14.87,Furniture/Appliances,Rent,0
1065,2024-01-08,31,Male,Single,0.0,Universität/FH,Unemployed,13010.6,610,11130.16,48,11.96,Other,Own,0
1066,2024-10-08,51,Male,Married,0.0,Lehre/AHS,Other,22699.71,563,23316.55,36,11.52,Car,Mortgage,0
1067,2023-07-11,42,Male,Single,0.0,Universität/FH,Employed,28416.75,718,20670.01,48,5.23,Other,Rent,1
1068,2023-04-03,28,Male,Single,0.0,Lehre/AHS,Self-employed,106235.78,762,9957.32,24,4.34,Furniture/Appliances,Rent,0
1069,2023-10-30,29,Female,Single,0.0,Lehre/AHS,Employed,50551.51,730,17487.43,36,4.42,Car,Rent,0
1070,2023-09-15,34,Female,Single,0.0,Universität/FH,Employed,29685.51,718,18956.74,72,4.33,Car,Mortgage,0
1071,2023-09-21,79,Male,Single,0.0,Lehre/AHS,Retired,23252.79,654,8692.11,48,7.65,Home improvement,Own,0
1072,2023-06-30,35,Female,Married,0.0,Universität/FH,Employed,27061.76,699,3521.52,24,8.36,Education,Mortgage,0
1073,2023-02-09,28,Male,Widowed,0.0,Pflichtschule,Employed,48996.01,666,1000.0,36,6.97,Other,Rent,0
1074,2023-01-18,38,Male,Divorced,0.0,Lehre/AHS,Employed,54821.01,699,6615.19,24,6.42,Furniture/Appliances,Mortgage,0
1075,2025-04-29,28,Male,Divorced,0.0,Universität/FH,Employed,46265.92,719,3786.69,36,6.2,Furniture/Appliances,Mortgage,0
1076,2024-01-12,19,Female,Single,0.0,Lehre/AHS,Employed,36430.95,711,20485.27,72,3.21,Car,Rent,0
1077,2023-11-22,35,Male,Single,0.0,Lehre/AHS,Employed,29579.25,658,6471.58,36,7.48,Furniture/Appliances,Rent,0
1078,2024-08-28,42,Male,Single,0.0,Pflichtschule,Other,22584.3,586,4743.43,36,10.72,Furniture/Appliances,Mortgage,0
1079,2023-06-20,45,Male,Married,0.0,Lehre/AHS,Part-time,12044.44,642,9482.47,60,9.72,Car,Rent,0
1080,2025-04-03,39,Female,Single,0.0,Universität/FH,Employed,43118.8,659,8253.31,24,7.41,Other,Mortgage,0
1081,2024-11-08,43,Female,Married,2.0,Lehre/AHS,Unemployed,3811.82,666,2733.31,60,7.13,Home improvement,Rent,0
1082,2023-03-17,84,Male,Single,0.0,Pflichtschule,Retired,26486.28,729,7412.32,24,5.16,Education,Own,0
1083,2024-01-03,38,Male,Single,0.0,Pflichtschule,Employed,51903.72,599,16784.28,60,10.46,Home improvement,Mortgage,0
1084,2025-02-10,29,Female,Widowed,2.0,Universität/FH,Employed,49119.3,635,8866.01,48,10.63,Other,Rent,0
1085,2025-04-01,33,Female,Married,0.0,Lehre/AHS,Employed,57678.31,644,27253.74,36,9.39,Car,Mortgage,0
1086,2024-02-16,40,Male,Married,0.0,Pflichtschule,Part-time,39544.25,741,15068.79,60,4.78,Home improvement,Rent,0
1087,2024-06-03,53,Female,Married,3.0,Pflichtschule,Other,,642,21930.41,60,7.8,Car,Rent,0
1088,2023-05-11,30,Female,Divorced,2.0,Lehre/AHS,Employed,41792.17,646,23437.32,36,8.29,Car,Mortgage,0
1089,2025-05-01,46,Male,Married,1.0,Lehre/AHS,Employed,105147.22,714,17415.59,48,4.68,Car,Own,0
1090,2023-06-29,25,Female,Widowed,1.0,Pflichtschule,Employed,44467.85,640,11420.96,60,11.61,Home improvement,Mortgage,0
1091,2025-03-31,40,Female,Single,0.0,Lehre/AHS,Employed,31884.16,664,10207.23,48,7.01,Other,Rent,0
1092,2024-07-02,54,Female,Married,0.0,Lehre/AHS,Part-time,20656.99,743,5574.32,48,6.59,Home improvement,Rent,0
1093,2024-05-29,28,Male,Married,0.0,Lehre/AHS,Employed,45478.93,749,27497.2,60,5.44,Home improvement,Rent,0
1094,2024-03-22,37,Male,Married,1.0,Universität/FH,Employed,34459.05,654,10803.89,48,7.23,Other,Mortgage,0
1095,2023-06-29,33,Male,Divorced,2.0,Lehre/AHS,Self-employed,85066.72,685,5598.12,12,8.01,Education,Own,0
1096,2023-05-17,51,Male,Widowed,0.0,Lehre/AHS,Employed,63819.29,660,30427.63,60,7.04,Car,Mortgage,0
1097,2023-06-21,22,Female,Married,0.0,Lehre/AHS,Retired,12542.2,531,14492.54,36,15.0,Car,Mortgage,0
1098,2023-05-24,62,Female,Married,0.0,Universität/FH,Employed,41282.35,742,27680.75,48,4.28,Car,Mortgage,0
1099,2024-11-04,30,Female,Married,1.0,Lehre/AHS,Employed,,782,24066.47,60,3.21,Car,Rent,0
1100,2023-10-25,63,Female,Divorced,0.0,Lehre/AHS,Employed,24349.8,652,25585.15,48,6.71,Car,Own,0
1101,2023-02-22,40,Male,Married,,Lehre/AHS,Employed,31700.91,628,7473.35,24,10.4,Furniture/Appliances,Rent,0
1102,2025-04-16,49,Female,Single,0.0,Universität/FH,Self-employed,19374.28,644,20279.33,48,10.91,Car,Mortgage,0
1103,2025-02-13,32,Female,Married,1.0,Lehre/AHS,Employed,41788.9,676,12596.95,48,8.23,Home improvement,Mortgage,0
1104,2025-03-19,81,Male,Single,0.0,Lehre/AHS,Retired,22377.94,614,21974.4,48,11.33,Home improvement,Own,0
1105,2025-05-02,27,Female,Married,0.0,Lehre/AHS,Employed,30488.98,649,17742.15,48,11.34,Home improvement,Rent,0
1106,2023-05-16,29,Male,Single,0.0,Pflichtschule,Unemployed,8912.59,696,7207.57,24,8.09,Other,Rent,0
1107,2023-12-01,42,Female,Married,1.0,Pflichtschule,Other,20897.76,654,7437.21,48,7.27,Other,Mortgage,0
1108,2024-10-21,23,Female,Married,0.0,Lehre/AHS,Unemployed,9168.25,694,7955.56,48,7.38,Furniture/Appliances,Rent,0
1109,2024-09-10,35,Male,Single,0.0,Lehre/AHS,Employed,73861.09,707,12674.02,72,4.54,Home improvement,Mortgage,0
1110,2023-05-03,75,Female,Single,0.0,Lehre/AHS,Retired,19871.41,613,12325.32,24,9.96,Furniture/Appliances,Own,0
1111,2024-12-03,88,Female,Married,2.0,Lehre/AHS,Retired,32002.03,660,10424.65,36,6.55,Furniture/Appliances,Own,0
1112,2023-06-23,40,Male,Single,0.0,Universität/FH,Self-employed,62229.01,703,20642.78,48,5.07,Home improvement,Mortgage,0
1113,2023-06-23,66,Male,Single,0.0,Lehre/AHS,Retired,22127.75,625,8701.75,24,12.46,Furniture/Appliances,Own,0
1114,2024-04-09,42,Male,Widowed,0.0,Lehre/AHS,Part-time,26992.68,606,9214.46,60,9.29,Home improvement,Rent,0
1115,2024-05-17,30,Female,Married,0.0,Pflichtschule,Employed,27556.95,607,13480.54,36,11.51,Other,Mortgage,0
1116,2024-05-08,46,Female,Divorced,0.0,Pflichtschule,Part-time,18867.86,675,9509.09,36,5.75,Car,Mortgage,0
1117,2023-03-20,55,Female,Divorced,0.0,Pflichtschule,Employed,49579.24,659,16218.39,60,8.21,Home improvement,Rent,0
1118,2025-02-07,87,Female,Single,1.0,Lehre/AHS,Retired,25436.8,757,9315.17,48,3.93,Home improvement,Own,0
1119,2023-08-31,26,Female,Single,0.0,Lehre/AHS,Employed,,635,4221.77,12,11.24,Education,Rent,0
1120,2023-04-17,55,Male,Single,0.0,Lehre/AHS,Employed,135421.72,567,17683.33,48,12.24,Car,Mortgage,0
1121,2025-02-18,25,Female,Married,,Lehre/AHS,Unemployed,7854.13,647,14412.44,60,10.24,Home improvement,Rent,0
1122,2025-04-08,30,Male,Married,0.0,Lehre/AHS,Part-time,13290.21,727,7929.75,36,4.74,Furniture/Appliances,Mortgage,0
1123,2025-01-24,21,Male,Single,0.0,Lehre/AHS,Retired,35881.4,650,10370.71,36,8.34,Furniture/Appliances,Rent,0
1124,2024-11-27,85,Female,Married,1.0,Lehre/AHS,Retired,25406.71,616,13782.81,60,8.91,Home improvement,Own,0
1125,2024-07-12,61,Male,Married,1.0,Pflichtschule,Retired,27950.25,611,14287.87,60,11.69,Home improvement,Mortgage,0
1126,2024-04-18,49,Female,Married,1.0,Pflichtschule,Employed,36247.08,730,3208.77,24,5.99,Education,Mortgage,0
1127,2023-03-16,39,Female,Divorced,0.0,Lehre/AHS,Part-time,24959.95,611,4203.84,36,10.83,Furniture/Appliances,Rent,0
1128,2023-12-19,35,Male,Married,1.0,Pflichtschule,Employed,91669.33,763,11435.35,48,4.42,Other,Mortgage,0
1129,2023-11-14,30,Male,Divorced,0.0,Lehre/AHS,Employed,55818.41,727,9892.01,24,5.77,Furniture/Appliances,Rent,0
1130,2023-08-21,28,Female,Married,1.0,Lehre/AHS,Self-employed,17141.5,599,18697.64,60,8.66,Car,Rent,0
1131,2024-09-27,37,Female,Married,2.0,Lehre/AHS,Employed,12735.68,707,10798.87,36,5.92,Furniture/Appliances,Rent,0
1132,2024-03-11,46,Male,Divorced,0.0,Lehre/AHS,Other,22918.84,603,12960.54,60,9.5,Car,Rent,0
1133,2023-03-13,40,Male,Divorced,1.0,Universität/FH,Employed,36835.51,588,17789.77,72,9.83,Home improvement,Rent,0
1134,2023-06-21,25,Female,Single,0.0,Lehre/AHS,Other,15985.93,609,9037.56,72,9.84,Home improvement,Rent,0
1135,2024-09-02,18,Female,Single,0.0,Pflichtschule,Student,1479.48,668,5346.25,36,8.25,Other,Rent,0
1136,2023-03-08,35,Male,Married,0.0,Lehre/AHS,Part-time,18283.91,710,16175.42,48,4.0,Car,Mortgage,0
1137,2025-01-15,41,Male,Married,3.0,Lehre/AHS,Employed,39792.81,660,7757.7,36,7.47,Furniture/Appliances,Mortgage,0
1138,2024-03-11,89,Female,Married,0.0,Lehre/AHS,Retired,16912.67,578,22194.48,36,13.18,Car,Own,0
1139,2024-02-28,48,Female,Widowed,0.0,Lehre/AHS,Employed,55967.09,617,11814.9,48,8.71,Other,Mortgage,0
1140,2024-05-17,57,Female,Single,0.0,Pflichtschule,Retired,25184.86,624,12966.62,60,9.81,Home improvement,Rent,0
1141,2024-12-16,40,Female,Married,1.0,Lehre/AHS,Employed,27946.31,608,9896.8,48,10.61,Furniture/Appliances,Rent,0
1142,2023-10-24,41,Female,Single,0.0,Lehre/AHS,Employed,29311.33,679,13060.22,36,8.06,Furniture/Appliances,Mortgage,0
1143,2024-08-26,32,Male,Divorced,0.0,Lehre/AHS,Self-employed,,779,19402.94,48,2.79,Car,Rent,0
1144,2024-04-29,58,Female,Widowed,0.0,Universität/FH,Employed,61649.0,732,10473.98,24,4.68,Other,Mortgage,0
1145,2023-09-01,49,Male,Married,1.0,Lehre/AHS,Part-time,39379.35,612,6164.81,36,9.48,Furniture/Appliances,Mortgage,0
1146,2025-02-10,28,Female,Single,0.0,Pflichtschule,Employed,30025.98,642,12256.29,60,12.0,Home improvement,Rent,0
1147,2024-11-18,44,Male,Married,0.0,Lehre/AHS,Unemployed,,623,23738.43,60,11.36,Home improvement,Mortgage,0
1148,2024-07-18,41,Male,Married,1.0,Pflichtschule,Other,7641.77,669,16293.29,48,7.86,Other,Rent,0
1149,2025-01-15,54,Female,Single,3.0,Lehre/AHS,Employed,39728.61,743,18994.66,60,3.78,Car,Mortgage,0
1150,2025-01-30,82,Female,Divorced,0.0,Lehre/AHS,Unemployed,9492.07,645,18431.76,60,10.32,Home improvement,Rent,0
1151,2024-09-18,40,Male,Widowed,1.0,Universität/FH,Employed,25127.19,742,14602.29,36,3.8,Other,Rent,0
1152,2025-01-02,38,Female,Married,2.0,Lehre/AHS,Employed,88728.5,791,17767.41,48,2.48,Car,Own,0
1153,2024-09-11,22,Male,Married,0.0,Lehre/AHS,Unemployed,14119.89,612,4082.28,36,10.08,Furniture/Appliances,Rent,0
1154,2024-08-29,25,Male,Single,0.0,Pflichtschule,Employed,65234.18,668,19825.16,48,8.17,Home improvement,Rent,0
1155,2024-06-06,30,Female,Married,0.0,Pflichtschule,Employed,30426.72,665,24481.94,60,6.67,Car,Mortgage,0
1156,2024-10-16,23,Male,Married,0.0,Lehre/AHS,Employed,50789.82,677,10247.84,36,7.23,Furniture/Appliances,Rent,0
1157,2023-05-05,47,Female,Single,0.0,Lehre/AHS,Employed,56245.62,678,8129.26,48,6.45,Other,Rent,0
1158,2025-02-11,53,Male,Single,0.0,Pflichtschule,Employed,35114.02,714,25661.78,60,5.35,Home improvement,Own,0
1159,2025-02-04,27,Female,Single,3.0,Universität/FH,Employed,40041.45,593,21421.32,72,8.7,Car,Rent,0
1160,2023-01-30,58,Female,Single,0.0,Lehre/AHS,Retired,27415.96,641,14262.05,36,9.0,Car,Rent,0
1161,2024-12-17,29,Male,Married,0.0,Lehre/AHS,Employed,30828.02,700,2019.56,36,5.72,Other,Mortgage,0
1162,2023-04-14,32,Male,Married,0.0,Lehre/AHS,Employed,,733,18514.03,72,4.77,Car,Rent,1
1163,2023-10-16,34,Female,Married,1.0,Lehre/AHS,Self-employed,14449.51,757,21124.06,60,3.42,Car,Rent,0
1164,2024-10-10,41,Female,Married,0.0,Lehre/AHS,Employed,30653.13,602,8560.27,36,11.8,Other,Rent,0
1165,2023-05-08,27,Male,Married,1.0,Lehre/AHS,Self-employed,37308.37,639,19967.81,36,9.99,Other,Rent,0
1166,2024-12-05,42,Female,Married,,Lehre/AHS,Employed,51051.03,584,9211.95,48,9.71,Furniture/Appliances,Rent,0
1167,2024-12-27,36,Male,Married,1.0,Universität/FH,Employed,40701.13,620,15134.26,72,8.55,Car,Mortgage,0
1168,2024-03-19,74,Male,Widowed,0.0,Lehre/AHS,Retired,27092.63,598,8648.29,48,10.0,Car,Own,0
1169,2023-01-09,19,Male,Married,1.0,Lehre/AHS,Unemployed,8017.7,600,21175.07,60,10.32,Car,Rent,0
1170,2023-09-14,33,Male,Married,1.0,Lehre/AHS,Part-time,21033.96,645,10966.86,48,10.45,Furniture/Appliances,Mortgage,0
1171,2024-06-05,23,Female,Single,2.0,Pflichtschule,Employed,66076.47,704,28046.37,48,4.47,Home improvement,Rent,0
1172,2025-04-24,50,Female,Married,1.0,Lehre/AHS,Other,9895.67,634,18987.94,48,10.64,Car,Mortgage,0
1173,2024-06-17,24,Female,Divorced,0.0,Lehre/AHS,Student,3427.7,660,28610.0,72,6.45,Car,Mortgage,0
1174,2023-08-21,61,Female,Widowed,0.0,Lehre/AHS,Employed,42636.42,688,3205.36,36,7.17,Other,Mortgage,0
1175,2024-06-19,37,Female,Widowed,3.0,Lehre/AHS,Employed,34870.37,614,5312.18,24,10.17,Education,Mortgage,0
1176,2024-04-11,39,Female,Single,0.0,Lehre/AHS,Employed,27853.21,581,4956.81,36,9.51,Furniture/Appliances,Rent,0
1177,2024-11-05,43,Female,Married,0.0,Lehre/AHS,Employed,28556.9,701,23960.5,36,4.05,Car,Rent,0
1178,2023-03-30,26,Female,Married,1.0,Lehre/AHS,Employed,32935.64,751,3494.61,48,3.33,Other,Rent,0
1179,2024-10-22,35,Female,Married,1.0,Lehre/AHS,Part-time,20083.77,778,17812.25,60,3.74,Home improvement,Mortgage,0
1180,2024-04-11,34,Male,Single,0.0,Lehre/AHS,Part-time,33108.46,723,6307.19,60,4.63,Home improvement,Own,0
1181,2025-04-11,41,Female,Divorced,0.0,Lehre/AHS,Employed,38397.7,740,18788.91,36,4.89,Other,Rent,0
1182,2023-10-19,35,Female,Divorced,1.0,Lehre/AHS,Employed,39307.78,694,18128.72,48,3.94,Car,Mortgage,0
1183,2024-06-18,29,Female,Married,0.0,Lehre/AHS,Employed,41416.72,678,17645.76,60,7.05,Home improvement,Rent,0
1184,2025-03-21,86,Female,Single,0.0,Pflichtschule,Retired,24543.06,681,2422.45,24,8.47,Education,Own,0
1185,2023-03-28,19,Female,Single,0.0,Lehre/AHS,Student,3285.64,630,12525.99,48,10.43,Car,Rent,0
1186,2025-03-26,63,Female,Married,0.0,Lehre/AHS,Employed,26249.4,722,9586.22,60,5.7,Home improvement,Mortgage,0
1187,2024-09-05,50,Male,Single,0.0,Lehre/AHS,Self-employed,42637.26,645,14252.59,24,10.68,Other,Own,0
1188,2023-03-02,32,Female,Divorced,0.0,Lehre/AHS,Other,23679.75,640,23295.45,60,9.43,Car,Rent,0
1189,2023-09-25,27,Male,Married,,Universität/FH,Employed,32815.15,604,22597.73,60,10.49,Home improvement,Mortgage,0
1190,2024-09-18,28,Female,Married,2.0,Lehre/AHS,Employed,43776.22,695,3470.81,24,7.0,Furniture/Appliances,Rent,0
1191,2023-03-02,46,Female,Married,0.0,Lehre/AHS,Employed,40176.64,626,18548.09,60,11.23,Home improvement,Own,0
1192,2024-05-10,46,Male,Single,0.0,Lehre/AHS,Employed,42657.18,682,11080.72,48,8.48,Home improvement,Rent,0
1193,2023-10-23,50,Male,Divorced,1.0,Universität/FH,Employed,90767.93,713,15959.48,48,5.41,Car,Own,0
1194,2024-06-07,81,Female,Married,0.0,Lehre/AHS,Retired,21628.18,701,17313.86,60,4.25,Car,Own,0
1195,2023-02-13,47,Male,Widowed,1.0,Pflichtschule,Employed,88272.88,734,9417.66,24,6.26,Other,Own,0
1196,2025-02-03,27,Male,Married,0.0,Universität/FH,Part-time,,665,13305.22,24,6.94,Other,Own,0
1197,2025-04-18,29,Female,Married,2.0,Lehre/AHS,Self-employed,,711,25614.03,36,3.8,Car,Mortgage,0
1198,2025-04-16,64,Male,Single,0.0,Lehre/AHS,Retired,21414.25,644,18647.5,72,10.51,Home improvement,Mortgage,0
1199,2024-10-15,28,Male,Married,1.0,Universität/FH,Employed,42665.87,569,19432.9,60,15.0,Home improvement,Rent,0
1200,2023-04-17,24,Female,Married,0.0,Lehre/AHS,Student,2993.13,652,29115.25,48,6.58,Car,Rent,0
1201,2024-10-21,53,Male,Married,0.0,Lehre/AHS,Employed,60414.33,712,10091.22,36,5.2,Furniture/Appliances,Mortgage,0
1202,2023-01-25,41,Male,Married,1.0,Lehre/AHS,Employed,64124.57,741,18930.83,60,3.91,Car,Mortgage,0
1203,2023-01-23,87,Female,Single,1.0,Lehre/AHS,Other,18747.75,668,12905.52,36,8.27,Other,Own,0
1204,2023-10-09,54,Female,Widowed,0.0,Lehre/AHS,Unemployed,,571,28538.23,48,14.41,Car,Rent,0
1205,2024-03-05,24,Female,Widowed,0.0,Lehre/AHS,Student,,626,5648.2,24,11.38,Other,Rent,0
1206,2024-10-28,84,Female,Single,0.0,Lehre/AHS,Retired,27015.51,733,11983.44,60,4.9,Home improvement,Own,0
1207,2024-09-02,28,Female,Divorced,,Lehre/AHS,Employed,21490.66,670,8900.26,36,7.88,Education,Rent,0
1208,2024-01-30,32,Male,Single,0.0,Universität/FH,Employed,57624.32,690,8547.64,24,8.16,Other,Rent,0
1209,2023-09-06,37,Male,Married,0.0,Lehre/AHS,Employed,50017.56,604,23821.45,36,8.01,Car,Mortgage,0
1210,2025-05-05,25,Male,Single,0.0,Lehre/AHS,Employed,70027.34,634,11867.26,24,10.51,Furniture/Appliances,Rent,0
1211,2024-01-11,45,Male,Widowed,1.0,Lehre/AHS,Employed,60180.57,713,4232.54,36,5.55,Furniture/Appliances,Mortgage,0
1212,2024-02-02,32,Female,Single,0.0,Lehre/AHS,Employed,33807.68,598,12141.04,48,10.73,Home improvement,Own,0
1213,2023-05-09,40,Female,Married,1.0,Lehre/AHS,Employed,33275.08,650,23432.82,48,8.54,Home improvement,Rent,0
1214,2024-11-15,36,Male,Married,1.0,Pflichtschule,Employed,43317.55,675,19367.87,48,6.32,Car,Mortgage,0
1215,2024-09-09,51,Female,Single,0.0,Lehre/AHS,Employed,,746,9907.04,36,4.84,Car,Mortgage,0
1216,2023-06-21,59,Male,Married,,Lehre/AHS,Employed,23237.27,682,11430.21,48,7.46,Home improvement,Mortgage,0
1217,2023-03-13,33,Male,Single,0.0,Lehre/AHS,Employed,54960.51,743,23972.31,60,4.34,Car,Mortgage,0
1218,2024-08-29,43,Female,Married,3.0,Lehre/AHS,Employed,31312.55,676,16382.47,36,7.69,Other,Mortgage,0
1219,2024-07-11,39,Male,Widowed,2.0,Lehre/AHS,Employed,55607.86,643,8152.54,48,9.31,Furniture/Appliances,Own,0
1220,2023-09-06,31,Male,Married,2.0,Lehre/AHS,Employed,58680.43,664,18386.47,60,7.38,Home improvement,Mortgage,0
1221,2025-04-04,47,Male,Divorced,0.0,Lehre/AHS,Employed,29070.32,624,18154.7,36,10.46,Car,Mortgage,0
1222,2023-05-02,51,Male,Single,0.0,Lehre/AHS,Employed,48044.56,701,10709.55,36,5.13,Furniture/Appliances,Mortgage,0
1223,2024-01-17,34,Female,Single,1.0,Lehre/AHS,Self-employed,45461.45,639,27125.98,60,11.44,Car,Mortgage,0
1224,2025-03-31,41,Female,Married,1.0,Lehre/AHS,Employed,43985.66,646,10304.6,24,10.38,Furniture/Appliances,Rent,0
1225,2024-01-05,26,Male,Single,0.0,Lehre/AHS,Part-time,24766.81,656,19409.17,48,8.25,Car,Rent,0
1226,2024-06-21,52,Male,Widowed,2.0,Pflichtschule,Employed,33927.35,756,9302.33,24,3.78,Furniture/Appliances,Mortgage,0
1227,2023-12-04,30,Female,Single,0.0,Universität/FH,Employed,29343.22,704,21667.42,72,4.09,Home improvement,Mortgage,0
1228,2023-09-06,72,Female,Divorced,0.0,Lehre/AHS,Retired,12253.73,634,8083.11,48,10.43,Furniture/Appliances,Mortgage,0
1229,2025-04-25,47,Male,Single,0.0,Lehre/AHS,Unemployed,11778.76,663,24002.65,60,6.29,Car,Mortgage,0
1230,2023-12-20,43,Male,Married,1.0,Pflichtschule,Employed,49952.99,750,21851.54,36,2.84,Car,Rent,0
1231,2025-02-21,37,Female,Single,0.0,Universität/FH,Part-time,20889.21,684,27096.79,60,8.05,Car,Mortgage,0
1232,2023-06-28,87,Female,Single,0.0,Lehre/AHS,Retired,10084.21,599,19900.96,60,11.23,Home improvement,Own,0
1233,2023-06-15,39,Male,Married,1.0,Universität/FH,Employed,51406.84,647,17507.21,60,8.75,Car,Mortgage,0
1234,2023-01-31,35,Female,Single,0.0,Universität/FH,Unemployed,9856.33,599,27022.47,60,10.01,Car,Mortgage,0
1235,2024-07-05,36,Male,Married,1.0,Universität/FH,Employed,27300.04,754,22300.28,48,3.45,Car,Own,0
1236,2023-11-09,56,Female,Married,0.0,Universität/FH,Employed,35363.81,734,7580.79,48,7.27,Furniture/Appliances,Own,0
1237,2025-01-28,51,Female,Single,,Pflichtschule,Employed,24617.54,626,5521.97,72,10.76,Home improvement,Mortgage,0
1238,2024-02-21,49,Female,Divorced,0.0,Universität/FH,Employed,36817.84,636,11156.89,36,9.87,Other,Mortgage,0
1239,2025-04-16,58,Male,Married,0.0,Pflichtschule,Employed,37946.79,678,27844.22,60,7.09,Home improvement,Rent,0
1240,2023-05-24,65,Male,Married,0.0,Universität/FH,Retired,29155.94,691,6353.12,48,5.56,Car,Mortgage,0
1241,2025-01-31,72,Male,Married,1.0,Lehre/AHS,Retired,27445.66,644,1000.0,36,10.72,Furniture/Appliances,Own,0
1242,2024-10-31,19,Female,Married,0.0,Lehre/AHS,Student,4089.04,615,20371.38,60,11.51,Home improvement,Rent,0
1243,2024-10-28,44,Male,Single,0.0,Pflichtschule,Employed,51039.76,627,8708.52,36,11.94,Furniture/Appliances,Mortgage,0
1244,2025-01-09,49,Male,Single,,Lehre/AHS,Other,22593.11,713,13361.92,36,5.64,Other,Rent,0
1245,2024-10-22,55,Male,Married,0.0,Pflichtschule,Employed,42791.29,576,11315.3,60,12.44,Home improvement,Rent,0
1246,2024-06-12,49,Female,Married,2.0,Lehre/AHS,Employed,28991.67,582,1000.0,72,10.65,Home improvement,Mortgage,0
1247,2023-04-18,29,Male,Married,2.0,Universität/FH,Part-time,36317.14,694,4336.03,12,6.85,Education,Rent,0
1248,2023-02-01,51,Male,Married,0.0,Lehre/AHS,Employed,80372.45,628,9120.01,12,9.39,Education,Mortgage,0
1249,2025-03-13,48,Male,Married,0.0,Pflichtschule,Employed,66587.15,661,11838.88,72,6.8,Home improvement,Mortgage,0
1250,2024-06-05,18,Female,Single,0.0,Lehre/AHS,Employed,,658,17785.36,36,7.61,Car,Rent,0
